Year,Month,Day,Hour,Week,Tapioca Pearls (Boba),Lychee Jelly,Aloe Vera Bits,Grass Jelly,Fresh Milk,Red Beans,Cups (Regular),Straws (Regular),Straws (Jumbo),Napkins (Regular),To-Go Bags (Small),Lids (Dome),Lids (Flat),Condiment Station Supplies,Taro,Matcha,Brown Sugar,Black Sugar,Strawberry Milk Cream,Mango Milk Cream,Sago,Crystal Jelly,Jasmine Green Tea Leaves,Passion Fruit Tea Leaves,Oolong Tea Leaves
2024,8,27,3,13,4,10,2,6,21,6,45,41,4,45,45,6,39,28,1,12,3,12,6,4,4,4,6,5,2
2024,8,27,4,13,7,6,5,2,11,1,28,21,7,28,28,2,26,18,5,7,2,8,2,1,1,1,1,3,5
2024,8,27,5,13,6,4,6,6,20,5,42,36,6,42,42,5,37,27,1,10,5,11,5,5,5,5,2,2,6
2024,8,27,6,13,10,12,4,3,17,6,43,33,10,43,43,1,42,24,4,10,6,7,1,3,3,3,6,6,4
2024,8,27,7,13,10,4,4,3,13,3,30,20,10,30,30,4,26,21,5,4,5,4,4,2,2,2,1,2,4
2024,8,27,8,13,9,6,1,3,14,6,37,28,9,37,37,1,36,22,5,9,4,6,1,5,5,5,6,3,1
2024,8,27,9,13,6,12,2,1,4,1,25,19,6,25,25,1,24,10,5,2,1,2,1,1,1,1,6,6,2
2024,8,27,10,13,4,2,6,1,17,6,35,31,4,35,35,3,32,19,1,11,3,6,3,3,3,3,6,1,6
2024,8,27,11,13,5,8,1,3,12,6,28,23,5,28,28,3,25,18,3,7,2,4,3,3,3,3,2,4,1
2024,8,28,0,13,6,12,2,5,13,4,31,25,6,31,31,2,29,19,1,6,5,7,2,1,1,1,3,6,2
2024,8,28,1,13,3,8,1,5,6,1,20,17,3,20,20,2,18,12,1,2,2,6,2,1,1,1,2,4,1
2024,8,28,2,13,5,10,5,6,9,2,33,28,5,33,33,3,30,17,2,3,3,7,3,3,3,3,3,5,5
2024,8,28,3,13,7,8,2,3,11,2,33,26,7,33,33,2,31,19,5,7,2,8,2,3,3,3,5,4,2
2024,8,28,4,13,6,8,6,6,13,3,43,37,6,43,43,2,41,23,4,9,2,12,2,6,6,6,4,4,6
2024,8,28,5,13,6,4,6,4,14,3,35,29,6,35,35,4,31,19,1,5,5,6,4,5,5,5,3,2,6
2024,8,28,6,13,9,4,2,1,14,3,33,24,9,33,33,4,29,21,6,7,3,5,4,5,5,5,3,2,2
2024,8,28,7,13,10,2,2,1,15,6,31,21,10,31,31,1,30,20,4,8,6,3,1,4,4,4,4,1,2
2024,8,28,8,13,12,6,2,3,15,4,34,22,12,34,34,1,33,24,6,8,6,7,1,1,1,1,4,3,2
2024,8,28,9,13,5,6,5,5,12,3,34,29,5,34,34,3,31,20,3,7,2,9,3,5,5,5,1,3,5
2024,8,28,10,13,10,12,5,4,17,2,46,36,10,46,46,5,41,25,4,6,6,8,5,4,4,4,6,6,5
2024,8,28,11,13,3,4,5,6,11,6,35,32,3,35,35,2,33,19,2,8,1,8,2,4,4,4,5,2,5
2024,8,29,0,13,8,4,1,3,13,2,32,24,8,32,32,4,28,20,4,5,4,6,4,4,4,4,5,2,1
2024,8,29,1,13,3,6,2,1,16,6,27,24,3,27,27,2,25,18,1,12,2,7,2,3,3,3,1,3,2
2024,8,29,2,13,5,10,1,6,11,3,32,27,5,32,32,2,30,19,2,6,3,9,2,4,4,4,3,5,1
2024,8,29,3,13,8,2,1,2,19,5,31,23,8,31,31,5,26,23,2,8,6,5,5,1,1,1,5,1,1
2024,8,29,4,13,12,12,1,1,20,3,36,24,12,36,36,6,30,27,6,8,6,6,6,1,1,1,1,6,1
2024,8,29,5,13,6,8,2,4,11,5,34,28,6,34,34,1,33,18,3,7,3,6,1,4,4,4,6,4,2
2024,8,29,6,13,4,6,1,3,13,2,28,24,4,28,28,4,24,17,1,6,3,7,4,1,1,1,6,3,1
2024,8,29,7,13,7,2,6,2,15,5,35,28,7,35,35,5,30,22,5,8,2,5,5,1,1,1,5,1,6
2024,8,29,8,13,6,12,4,6,6,2,33,27,6,33,33,2,31,17,5,3,1,7,2,5,5,5,1,6,4
2024,8,29,9,13,4,8,2,2,14,4,26,22,4,26,26,5,21,17,1,6,3,4,5,2,2,2,1,4,2
2024,8,29,10,13,7,4,1,2,13,4,31,24,7,31,31,3,28,19,4,7,3,5,3,6,6,6,3,2,1
2024,8,29,11,13,6,8,3,4,10,1,37,31,6,37,37,5,32,19,5,4,1,7,5,5,5,5,6,4,3
2024,8,30,0,13,11,6,3,4,15,4,37,26,11,37,37,3,34,24,5,6,6,6,3,1,1,1,6,3,3
2024,8,30,1,13,11,12,3,1,14,1,37,26,11,37,37,3,34,21,6,6,5,6,3,6,6,6,1,6,3
2024,8,30,2,13,7,6,1,5,14,1,38,31,7,38,38,5,33,24,5,7,2,11,5,6,6,6,4,3,1
2024,8,30,3,13,11,6,1,3,11,2,28,17,11,28,28,2,26,19,5,3,6,4,2,3,3,3,2,3,1
2024,8,30,4,13,10,10,2,5,15,6,37,27,10,37,37,1,36,25,5,9,5,8,1,2,2,2,3,5,2
2024,8,30,5,13,8,4,5,1,11,1,28,20,8,28,28,5,23,16,4,2,4,2,5,4,4,4,1,2,5
2024,8,30,6,13,3,12,6,1,12,2,28,25,3,28,28,2,26,14,1,8,2,7,2,1,1,1,1,6,6
2024,8,30,7,13,5,2,2,4,11,4,26,21,5,26,26,3,23,17,2,5,3,5,3,4,4,4,2,1,2
2024,8,30,8,13,5,10,4,3,17,1,36,31,5,36,36,6,30,21,1,7,4,9,6,1,1,1,5,5,4
2024,8,30,9,13,3,2,2,4,10,3,26,23,3,26,26,4,22,16,2,5,1,6,4,1,1,1,6,1,2
2024,8,30,10,13,6,6,3,3,14,4,32,26,6,32,32,1,31,18,1,8,5,7,1,3,3,3,5,3,3
2024,8,30,11,13,5,10,1,6,11,2,34,29,5,34,34,2,32,18,1,5,4,9,2,5,5,5,5,5,1
2024,8,31,0,14,5,4,5,5,8,2,30,25,5,30,30,1,29,17,4,6,1,9,1,2,2,2,4,2,5
2024,8,31,1,14,4,12,4,3,12,6,35,31,4,35,35,2,33,18,3,9,1,6,2,4,4,4,3,6,4
2024,8,31,2,14,11,4,6,1,13,1,31,20,11,31,31,3,28,19,5,4,6,4,3,3,3,3,1,2,6
2024,8,31,3,14,10,4,4,5,12,1,38,28,10,38,38,3,35,21,4,3,6,7,3,6,6,6,5,2,4
2024,8,31,4,14,8,10,6,1,13,2,34,26,8,34,34,3,31,16,2,4,6,3,3,4,4,4,3,5,6
2024,8,31,5,14,4,8,2,6,13,4,34,30,4,34,34,3,31,20,1,7,3,9,3,5,5,5,3,4,2
2024,8,31,6,14,4,8,2,5,12,1,35,31,4,35,35,2,33,18,1,7,3,11,2,6,6,6,5,4,2
2024,8,31,7,14,9,2,4,1,15,5,35,26,9,35,35,4,31,22,6,8,3,4,4,4,4,4,4,1,4
2024,8,31,8,14,8,10,5,2,16,6,40,32,8,40,40,3,37,24,6,11,2,7,3,4,4,4,2,5,5
2024,8,31,9,14,12,6,1,2,14,2,35,23,12,35,35,2,33,22,6,6,6,6,2,3,3,3,6,3,1
2024,8,31,10,14,7,2,4,1,17,4,30,23,7,30,30,2,28,20,2,10,5,7,2,4,4,4,1,1,4
2024,8,31,11,14,4,10,4,1,14,3,31,27,4,31,31,4,27,18,3,9,1,7,4,1,1,1,3,5,4
2024,9,1,0,14,7,4,2,4,5,1,27,20,7,27,27,1,26,14,5,2,2,5,1,4,4,4,5,2,2
2024,9,1,1,14,11,6,2,3,21,4,44,33,11,44,44,6,38,29,5,9,6,8,6,6,6,6,4,3,2
2024,9,1,2,14,7,8,1,4,12,3,30,23,7,30,30,5,25,20,4,4,3,5,5,2,2,2,3,4,1
2024,9,1,3,14,8,8,3,5,13,4,40,32,8,40,40,1,39,23,5,9,3,10,1,6,6,6,4,4,3
2024,9,1,4,14,11,2,5,2,22,6,40,29,11,40,40,6,34,29,5,10,6,6,6,4,4,4,1,1,5
2024,9,1,5,14,10,12,4,5,15,4,40,30,10,40,40,3,37,26,6,8,4,9,3,2,2,2,2,6,4
2024,9,1,6,14,6,4,5,4,20,5,41,35,6,41,41,5,36,26,2,11,4,10,5,6,6,6,2,2,5
2024,9,1,7,14,10,8,1,4,14,3,37,27,10,37,37,3,34,24,6,7,4,8,3,6,6,6,2,4,1
2024,9,1,8,14,12,10,3,5,16,3,43,31,12,43,43,6,37,27,6,4,6,6,6,5,5,5,3,5,3
2024,9,1,9,14,2,6,3,2,12,5,30,28,2,30,30,4,26,15,1,7,1,4,4,4,4,4,5,3,3
2024,9,1,10,14,9,4,3,4,16,1,42,33,9,42,42,5,37,25,5,7,4,10,5,6,6,6,6,2,3
2024,9,1,11,14,5,2,5,3,11,2,29,24,5,29,29,6,23,18,4,4,1,5,6,2,2,2,3,1,5
2024,9,2,0,14,8,12,6,5,11,1,39,31,8,39,39,3,36,21,5,5,3,9,3,3,3,3,3,6,6
2024,9,2,1,14,7,8,2,2,19,6,36,29,7,36,36,6,30,26,5,11,2,7,6,2,2,2,2,4,2
2024,9,2,2,14,9,12,3,3,10,2,38,29,9,38,38,2,36,19,6,5,3,6,2,6,6,6,4,6,3
2024,9,2,3,14,7,6,6,3,18,5,40,33,7,40,40,6,34,26,5,10,2,8,6,4,4,4,1,3,6
2024,9,2,4,14,5,6,2,1,11,1,27,22,5,27,27,2,25,14,2,6,3,6,2,2,2,2,6,3,2
2024,9,2,5,14,4,2,6,3,10,3,29,25,4,29,29,2,27,14,1,5,3,5,2,5,5,5,3,1,6
2024,9,2,6,14,6,4,6,4,11,2,36,30,6,36,36,3,33,20,5,7,1,9,3,5,5,5,3,2,6
2024,9,2,7,14,5,2,6,5,18,5,37,32,5,37,37,4,33,24,1,10,4,10,4,1,1,1,5,1,6
2024,9,2,8,14,4,10,5,6,15,3,40,36,4,40,40,6,34,23,2,7,2,10,6,2,2,2,5,5,5
2024,9,2,9,14,6,6,3,4,16,3,36,30,6,36,36,5,31,23,3,8,3,9,5,2,2,2,5,3,3
2024,9,2,10,14,10,10,6,1,16,1,41,31,10,41,41,5,36,22,5,6,5,6,5,4,4,4,4,5,6
2024,9,2,11,14,10,8,1,1,11,5,32,22,10,32,32,1,31,18,6,6,4,2,1,5,5,5,4,4,1
2024,9,3,0,14,7,12,6,4,13,4,40,33,7,40,40,2,38,19,2,6,5,6,2,6,6,6,3,6,6
2024,9,3,1,14,9,2,5,3,17,3,36,27,9,36,36,3,33,24,4,9,5,9,3,1,1,1,5,1,5
2024,9,3,2,14,11,6,2,3,16,4,37,26,11,37,37,1,36,25,6,10,5,9,1,1,1,1,6,3,2
2024,9,3,3,14,9,12,6,6,11,5,39,30,9,39,39,1,38,22,5,6,4,7,1,2,2,2,3,6,6
2024,9,3,4,14,7,10,4,6,7,1,36,29,7,36,36,3,33,18,5,2,2,7,3,5,5,5,4,5,4
2024,9,3,5,14,9,12,3,5,19,4,44,35,9,44,44,6,38,27,3,7,6,8,6,4,4,4,4,6,3
2024,9,3,6,14,6,8,2,1,12,2,26,20,6,26,26,6,20,16,3,3,3,2,6,3,3,3,1,4,2
2024,9,3,7,14,5,6,3,2,11,2,30,25,5,30,30,2,28,14,1,5,4,5,2,6,6,6,4,3,3
2024,9,3,8,14,10,2,3,5,18,6,37,27,10,37,37,2,35,29,6,12,4,11,2,3,3,3,1,1,3
2024,9,3,9,14,9,12,4,6,18,5,45,36,9,45,45,5,40,28,4,8,5,9,5,6,6,6,1,6,4
2024,9,3,10,14,4,2,5,1,15,5,32,28,4,32,32,5,27,18,2,8,2,4,5,2,2,2,6,1,5
2024,9,3,11,14,4,10,4,4,12,4,37,33,4,37,37,1,36,19,3,10,1,10,1,5,5,5,4,5,4
2024,9,4,0,14,7,12,6,2,15,2,38,31,7,38,38,3,35,20,3,8,4,8,3,1,1,1,5,6,6
2024,9,4,1,14,7,8,5,2,8,3,30,23,7,30,30,3,27,16,6,4,1,3,3,3,3,3,2,4,5
2024,9,4,2,14,6,10,6,4,9,3,35,29,6,35,35,1,34,17,4,6,2,7,1,5,5,5,2,5,6
2024,9,4,3,14,5,12,2,5,14,5,38,33,5,38,38,4,34,22,3,8,2,8,4,2,2,2,6,6,2
2024,9,4,4,14,5,8,6,5,16,6,37,32,5,37,37,4,33,23,2,9,3,8,4,2,2,2,2,4,6
2024,9,4,5,14,5,10,1,6,8,2,30,25,5,30,30,2,28,16,2,3,3,7,2,2,2,2,6,5,1
2024,9,4,6,14,10,8,6,4,15,4,42,32,10,42,42,5,37,25,6,6,4,6,5,3,3,3,4,4,6
2024,9,4,7,14,9,4,3,4,16,1,37,28,9,37,37,6,31,23,3,4,6,7,6,5,5,5,4,2,3
2024,9,4,8,14,7,2,3,1,13,1,29,22,7,29,29,3,26,18,4,7,3,7,3,1,1,1,6,1,3
2024,9,4,9,14,7,6,3,4,12,2,30,23,7,30,30,6,24,21,5,4,2,6,6,2,2,2,1,3,3
2024,9,4,10,14,10,2,2,5,19,5,36,26,10,36,36,5,31,29,5,9,5,9,5,3,3,3,1,1,2
2024,9,4,11,14,11,12,2,4,15,5,39,28,11,39,39,3,36,25,6,7,5,6,3,3,3,3,3,6,2
2024,9,5,0,14,6,10,6,5,11,2,35,29,6,35,35,1,34,20,4,8,2,11,1,1,1,1,3,5,6
2024,9,5,1,14,6,6,6,5,11,3,33,27,6,33,33,3,30,19,3,5,3,7,3,3,3,3,2,3,6
2024,9,5,2,14,5,2,1,3,14,2,30,25,5,30,30,5,25,19,2,6,3,7,5,6,6,6,3,1,1
2024,9,5,3,14,8,10,4,6,15,5,42,34,8,42,42,3,39,24,3,7,5,8,3,6,6,6,3,5,4
2024,9,5,4,14,10,6,5,3,13,1,33,23,10,33,33,1,32,21,5,7,5,9,1,3,3,3,1,3,5
2024,9,5,5,14,7,10,3,2,9,3,31,24,7,31,31,1,30,15,4,5,3,4,1,5,5,5,3,5,3
2024,9,5,6,14,3,4,1,2,14,4,31,28,3,31,31,5,26,17,1,7,2,5,5,5,5,5,6,2,1
2024,9,5,7,14,8,10,4,2,13,1,31,23,8,31,31,5,26,19,4,4,4,5,5,1,1,1,2,5,4
2024,9,5,8,14,7,2,1,5,10,2,23,16,7,23,23,1,22,18,3,5,4,8,1,1,1,1,2,1,1
2024,9,5,9,14,4,12,1,2,15,5,36,32,4,36,36,5,31,20,3,9,1,6,5,6,6,6,3,6,1
2024,9,5,10,14,7,12,2,1,17,4,36,29,7,36,36,3,33,21,3,10,4,7,3,2,2,2,5,6,2
2024,9,5,11,14,5,8,2,2,13,3,28,23,5,28,28,3,25,19,4,9,1,8,3,2,2,2,1,4,2
2024,9,6,0,14,7,2,4,5,21,6,41,34,7,41,41,5,36,28,2,11,5,10,5,5,5,5,3,1,4
2024,9,6,1,14,7,2,6,1,15,4,33,26,7,33,33,6,27,19,3,5,4,2,6,3,3,3,4,1,6
2024,9,6,2,14,7,10,2,3,16,4,35,28,7,35,35,5,30,20,1,5,6,4,5,6,6,6,2,5,2
2024,9,6,3,14,10,8,3,1,11,4,28,18,10,28,28,1,27,17,5,5,5,2,1,3,3,3,1,4,3
2024,9,6,4,14,9,10,5,2,11,4,39,30,9,39,39,1,38,19,6,7,3,5,1,6,6,6,4,5,5
2024,9,6,5,14,6,2,3,2,7,2,23,17,6,23,23,1,22,13,4,4,2,4,1,5,5,5,1,1,3
2024,9,6,6,14,2,12,2,3,11,2,25,23,2,25,25,6,19,15,1,4,1,5,6,1,1,1,1,6,2
2024,9,6,7,14,4,8,3,4,11,5,27,23,4,27,27,1,26,17,2,8,2,7,1,1,1,1,2,4,3
2024,9,6,8,14,7,10,1,1,18,5,30,23,7,30,30,4,26,20,1,8,6,4,4,3,3,3,1,5,1
2024,9,6,9,14,7,10,1,3,14,2,34,27,7,34,34,4,30,20,3,6,4,7,4,2,2,2,6,5,1
2024,9,6,10,14,10,6,2,1,21,6,43,33,10,43,43,4,39,26,4,11,6,6,4,6,6,6,6,3,2
2024,9,6,11,14,4,10,5,6,18,6,45,41,4,45,45,5,40,25,1,10,3,10,5,6,6,6,4,5,5
2024,9,7,0,15,10,8,4,2,17,6,35,25,10,35,35,3,32,23,4,8,6,4,3,1,1,1,3,4,4
2024,9,7,1,15,4,8,4,3,10,3,34,30,4,34,34,1,33,15,2,7,2,7,1,5,5,5,6,4,4
2024,9,7,2,15,5,10,4,4,10,1,36,31,5,36,36,4,32,16,2,3,3,6,4,5,5,5,6,5,4
2024,9,7,3,15,7,8,2,5,11,1,35,28,7,35,35,5,30,19,3,2,4,6,5,4,4,4,6,4,2
2024,9,7,4,15,8,2,4,3,9,2,27,19,8,27,27,1,26,18,6,6,2,7,1,3,3,3,1,1,4
2024,9,7,5,15,7,8,3,3,18,2,38,31,7,38,38,4,34,22,1,8,6,9,4,4,4,4,5,4,3
2024,9,7,6,15,6,10,3,3,20,6,39,33,6,39,39,4,35,25,2,12,4,9,4,1,1,1,5,5,3
2024,9,7,7,15,9,6,6,1,17,4,36,27,9,36,36,2,34,22,4,10,5,7,2,1,1,1,4,3,6
2024,9,7,8,15,8,4,4,4,12,3,33,25,8,33,33,2,31,20,4,6,4,7,2,1,1,1,6,2,4
2024,9,7,9,15,5,12,2,5,18,6,39,34,5,39,39,6,33,24,1,8,4,7,6,3,3,3,4,6,2
2024,9,7,10,15,10,10,4,6,19,5,50,40,10,50,50,2,48,29,4,11,6,12,2,6,6,6,6,5,4
2024,9,7,11,15,6,6,1,4,12,3,31,25,6,31,31,1,30,19,3,8,3,9,1,2,2,2,6,3,1
2024,9,8,0,15,7,4,3,3,13,2,29,22,7,29,29,1,28,19,3,8,4,9,1,2,2,2,3,2,3
2024,9,8,1,15,7,12,3,2,10,1,27,20,7,27,27,1,26,13,1,3,6,4,1,2,2,2,3,6,3
2024,9,8,2,15,10,6,6,3,14,1,40,30,10,40,40,4,36,23,6,6,4,8,4,5,5,5,3,3,6
2024,9,8,3,15,3,6,2,1,17,5,32,29,3,32,32,5,27,20,2,11,1,7,5,1,1,1,6,3,2
2024,9,8,4,15,12,4,3,6,22,5,47,35,12,47,47,5,42,34,6,11,6,12,5,4,4,4,4,2,3
2024,9,8,5,15,8,6,2,4,15,5,40,32,8,40,40,5,35,24,5,7,3,6,5,5,5,5,6,3,2
2024,9,8,6,15,6,12,5,6,15,6,42,36,6,42,42,1,41,25,4,12,2,12,1,2,2,2,4,6,5
2024,9,8,7,15,5,10,5,6,10,6,41,36,5,41,41,1,40,20,4,8,1,8,1,5,5,5,6,5,5
2024,9,8,8,15,7,8,2,2,13,4,31,24,7,31,31,2,29,16,1,5,6,3,2,5,5,5,4,4,2
2024,9,8,9,15,10,6,6,4,15,5,40,30,10,40,40,1,39,23,4,8,6,7,1,5,5,5,3,3,6
2024,9,8,10,15,4,6,3,4,12,3,36,32,4,36,36,5,31,19,3,6,1,7,5,6,6,6,5,3,3
2024,9,8,11,15,8,12,2,3,14,2,38,30,8,38,38,1,37,20,3,8,5,9,1,4,4,4,6,6,2
2024,9,9,0,15,7,4,3,4,8,1,27,20,7,27,27,3,24,16,4,2,3,5,3,3,3,3,3,2,3
2024,9,9,1,15,3,4,4,1,14,5,28,25,3,28,28,4,24,16,1,8,2,4,4,4,4,4,2,2,4
2024,9,9,2,15,5,12,5,3,14,3,39,34,5,39,39,3,36,19,2,8,3,8,3,6,6,6,3,6,5
2024,9,9,3,15,12,8,5,2,14,1,38,26,12,38,38,5,33,22,6,3,6,4,5,5,5,5,2,4,5
2024,9,9,4,15,7,6,3,1,17,3,38,31,7,38,38,6,32,22,4,8,3,6,6,4,4,4,6,3,3
2024,9,9,5,15,6,8,1,6,18,4,42,36,6,42,42,5,37,27,3,10,3,12,5,4,4,4,6,4,1
2024,9,9,6,15,8,2,4,3,10,3,25,17,8,25,25,2,23,17,4,4,4,4,2,1,1,1,2,1,4
2024,9,9,7,15,9,12,3,6,18,6,43,34,9,43,43,5,38,27,3,7,6,7,5,1,1,1,6,6,3
2024,9,9,8,15,7,10,3,2,14,2,33,26,7,33,33,6,27,19,3,4,4,4,6,5,5,5,1,5,3
2024,9,9,9,15,6,6,6,4,15,5,39,33,6,39,39,2,37,21,2,9,4,8,2,3,3,3,6,3,6
2024,9,9,10,15,7,2,6,5,18,6,44,37,7,44,44,4,40,26,3,10,4,9,4,6,6,6,5,1,6
2024,9,9,11,15,7,4,6,3,20,4,38,31,7,38,38,5,33,24,1,9,6,8,5,5,5,5,1,2,6
2024,9,10,0,15,5,8,1,1,12,5,33,28,5,33,33,4,29,17,4,7,1,3,4,5,5,5,6,4,1
2024,9,10,1,15,6,4,5,5,13,2,38,32,6,38,38,4,34,22,4,7,2,10,4,5,5,5,4,2,5
2024,9,10,2,15,7,2,3,1,10,3,26,19,7,26,26,3,23,15,4,4,3,2,3,4,4,4,3,1,3
2024,9,10,3,15,5,8,5,1,12,3,28,23,5,28,28,4,24,14,1,4,4,2,4,4,4,4,1,4,5
2024,9,10,4,15,3,10,1,6,12,5,33,30,3,33,33,5,28,20,2,6,1,7,5,6,6,6,1,5,1
2024,9,10,5,15,6,6,6,1,9,1,30,24,6,30,30,4,26,14,4,3,2,3,4,3,3,3,4,3,6
2024,9,10,6,15,10,4,3,2,18,4,40,30,10,40,40,3,37,25,5,10,5,8,3,6,6,6,4,2,3
2024,9,10,7,15,6,4,4,3,13,5,32,26,6,32,32,3,29,18,2,6,4,4,3,4,4,4,4,2,4
2024,9,10,8,15,6,10,4,5,18,3,41,35,6,41,41,6,35,24,1,7,5,9,6,6,6,6,2,5,4
2024,9,10,9,15,11,12,3,2,14,2,35,24,11,35,35,4,31,22,6,5,5,5,4,2,2,2,2,6,3
2024,9,10,10,15,8,10,3,2,14,4,32,24,8,32,32,3,29,18,2,5,6,3,3,1,1,1,5,5,3
2024,9,10,11,15,7,10,6,2,7,2,32,25,7,32,32,2,30,15,6,4,1,4,2,3,3,3,3,5,6
2024,9,11,0,15,7,12,3,6,13,2,41,34,7,41,41,4,37,22,3,5,4,9,4,4,4,4,6,6,3
2024,9,11,1,15,7,6,1,3,17,2,30,23,7,30,30,4,26,21,1,7,6,8,4,3,3,3,2,3,1
2024,9,11,2,15,10,12,5,2,14,3,39,29,10,39,39,6,33,22,6,4,4,3,6,1,1,1,5,6,5
2024,9,11,3,15,5,2,4,1,14,2,33,28,5,33,33,6,27,16,1,4,4,3,6,6,6,6,6,1,4
2024,9,11,4,15,7,12,4,6,19,5,40,33,7,40,40,6,34,28,3,9,4,10,6,1,1,1,1,6,4
2024,9,11,5,15,6,8,6,2,13,2,32,26,6,32,32,4,28,16,1,4,5,4,4,5,5,5,1,4,6
2024,9,11,6,15,6,12,6,4,21,6,47,41,6,47,47,5,42,27,2,12,4,10,5,3,3,3,5,6,6
2024,9,11,7,15,5,2,3,2,16,6,32,27,5,32,32,4,28,20,2,9,3,5,4,3,3,3,5,1,3
2024,9,11,8,15,11,8,6,2,14,2,38,27,11,38,38,4,34,22,6,5,5,5,4,3,3,3,3,4,6
2024,9,11,9,15,11,2,3,6,19,1,40,29,11,40,40,6,34,30,5,7,6,12,6,1,1,1,5,1,3
2024,9,11,10,15,5,12,2,3,15,6,36,31,5,36,36,1,35,20,2,11,3,8,1,5,5,5,3,6,2
2024,9,11,11,15,6,6,4,6,11,5,36,30,6,36,36,3,33,21,4,6,2,7,3,4,4,4,4,3,4
2024,9,12,0,15,7,6,5,6,15,3,42,35,7,42,42,4,38,25,4,8,3,11,4,5,5,5,4,3,5
2024,9,12,1,15,5,2,5,6,13,1,35,30,5,35,35,4,31,22,3,7,2,12,4,5,5,5,2,1,5
2024,9,12,2,15,10,8,3,3,18,5,41,31,10,41,41,1,40,25,4,11,6,9,1,3,3,3,6,4,3
2024,9,12,3,15,7,4,3,2,14,2,29,22,7,29,29,4,25,18,2,5,5,5,4,3,3,3,3,2,3
2024,9,12,4,15,9,4,5,2,14,3,35,26,9,35,35,5,30,22,6,6,3,5,5,4,4,4,2,2,5
2024,9,12,5,15,5,8,2,1,14,1,28,23,5,28,28,6,22,18,3,6,2,6,6,2,2,2,2,4,2
2024,9,12,6,15,5,12,2,6,18,2,42,37,5,42,42,6,36,25,1,8,4,12,6,4,4,4,5,6,2
2024,9,12,7,15,11,4,3,6,16,4,40,29,11,40,40,5,35,28,6,6,5,8,5,1,1,1,6,2,3
2024,9,12,8,15,3,10,1,4,15,3,29,26,3,29,29,6,23,21,2,8,1,9,6,1,1,1,1,5,1
2024,9,12,9,15,7,12,2,2,13,6,33,26,7,33,33,1,32,18,3,8,4,4,1,5,5,5,2,6,2
2024,9,12,10,15,7,6,6,5,15,5,43,36,7,43,43,5,38,26,6,9,1,9,5,3,3,3,5,3,6
2024,9,12,11,15,7,12,4,3,14,4,35,28,7,35,35,6,29,22,5,6,2,5,6,2,2,2,1,6,4
2024,9,13,0,15,8,10,5,5,12,2,37,29,8,37,37,1,36,20,3,6,5,9,1,2,2,2,5,5,5
2024,9,13,1,15,8,8,2,6,15,4,36,28,8,36,36,5,31,26,5,7,3,9,5,1,1,1,3,4,2
2024,9,13,2,15,9,6,3,4,13,2,30,21,9,30,30,1,29,20,3,6,6,8,1,3,3,3,1,3,3
2024,9,13,3,15,5,12,3,6,16,1,41,36,5,41,41,6,35,23,1,6,4,11,6,3,3,3,6,6,3
2024,9,13,4,15,7,6,1,1,15,4,33,26,7,33,33,4,29,22,6,10,1,7,4,6,6,6,1,3,1
2024,9,13,5,15,7,4,5,5,16,5,41,34,7,41,41,3,38,26,5,11,2,11,3,5,5,5,3,2,5
2024,9,13,6,15,7,12,3,2,16,5,36,29,7,36,36,6,30,24,6,9,1,6,6,2,2,2,1,6,3
2024,9,13,7,15,4,10,6,6,14,6,43,39,4,43,43,4,39,22,2,8,2,8,4,5,5,5,5,5,6
